orderId;orderItemId;syncId;productId;quantity;unitOfMeasureId;netPrice;netAmount
2166;30;1757;P110220;20.000;;;
2166;10;1757;P110401K;10.000;EA;600.000;600.000
2183;10;1757;P120104;10.000;EA;1.500.000;1.500.000
2201;10;1757;P100404;10.000;EA;3.800.000;3.800.000
2202;10;1757;P100403;10.000;KGM;11.200.000;11.200.000
2251;10;1757;P100402;20.000;EA;3.000.000;6.000.000
2252;10;1757;P100402;20.000;EA;3.000.000;6.000.000
2297;10;1757;P100401;30.000;EA;5.175.000;15.525.000
2297;20;1757;P100202;20.000;EA;6.076.000;12.152.000
2301;10;1757;P100401;30.000;EA;5.175.000;15.525.000
2301;20;1757;P100202;20.000;EA;6.076.000;12.152.000
2306;10;1757;P120104;100.000;EA;1.500.000;15.000.000
2307;10;1757;P100403;10.000;EA;11.200.000;11.200.000
2310;10;1757;P100401;150.000;EA;4.500.000;67.500.000
2310;20;1757;P100701;30.000;EA;100.000;300.000
2310;30;1757;P100702;10.000;EA;200.000;200.000
2313;10;1757;P100401;20.000;EA;475.000;950.000
2314;10;1757;P100401;10.000;EA;475.000;475.000
2321;10;1757;P100401;10.000;EA;475.000;475.000
2324;10;1757;GAT102_EV;150.000;EA;710.000;10.650.000
2324;20;1757;GAT102_JS;60.000;EA;115.000;690.000
2325;10;1757;GAT102_EV;120.000;EA;1.390.000;16.680.000
2325;20;1757;ELIO_01;60.000;EA;1.485.000;8.910.000
2339;10;1757;P100401;200.000;EA;475.000;9.500.000
2340;10;1757;P100101;100.000;EA;4.750.000;47.500.000
2342;10;1757;P110405;30.000;EA;5.225.000;15.675.000
2344;10;1757;P100715;50.000;EA;95.000;475.000
2353;10;1757;P100402;20.000;EA;3.000.000;6.000.000
2356;10;1757;P100402;20.000;EA;3.000.000;6.000.000
2368;10;1757;GAT102_EV;50.000;EA;695.000;3.475.000
2375;10;1757;20000010;10.000;HUR;1.350.000;1.350.000
2385;10;1757;P120104;10.000;EA;1.425.000;1.425.000
2386;10;1757;P120104;10.000;EA;1.500.000;1.500.000
2390;10;1757;P120104;1.000.000;EA;475.000;47.500.000
2391;10;1757;P120104;50.000;EA;1.425.000;7.125.000
2392;10;1757;P120104;70.000;EA;1.500.000;10.500.000
2393;10;1757;P120104;100.000;EA;1.500.000;15.000.000
2398;10;1757;GAT102_JS;10.000;EA;95.000;95.000
2398;20;1757;GAT102_EV;10.000;EA;550.000;550.000
2411;10;1757;GAT102_ROL;500.000;EA;30.000;1.500.000
2420;10;1757;P100401;500.000;EA;475.000;23.750.000
2421;10;1757;P100401;720.000;EA;475.000;34.200.000
2431;10;1757;P110401;30.000;EA;25.000.000;75.000.000
2432;10;1757;P110401;50.000;EA;25.000.000;125.000.000
2433;10;1757;P120104;100.000;EA;1.425.000;14.250.000
2435;10;1757;P120104;30.000;EA;1.425.000;4.275.000
2446;10;1757;P100109;10.000;EA;600.000;600.000
2447;10;1757;P100109;10.000;EA;600.000;600.000
2448;10;1757;P100109;10.000;EA;600.000;600.000
2449;10;1757;P120104;10.000;EA;1.500.000;1.500.000
2450;10;1757;P100109;10.000;EA;600.000;600.000
2451;10;1757;P120104;50.000;EA;1.500.000;7.500.000
2452;10;1757;P100407;50.000;EA;2.375.000;11.875.000
2463;10;1757;GAT102_JS;100.000;EA;100.000;1.000.000
2470;10;1757;P100001;30.000;EA;1.425.000;4.275.000
2471;10;1757;P120104;50.000;EA;15.000.000;75.000.000
2474;10;1757;P100407;30.000;EA;2.500.000;7.500.000
2480;10;1757;P100001;10.000;EA;1.500.000;1.500.000
2481;10;1757;P100109;10.000;EA;600.000;600.000
2483;20;1757;CERMRENTALFEE;120.000;MON;4.800.000;57.600.000
2483;10;1757;CERMSERVERRENTAL;10.000;EA;0.0000;0.0000
2498;20;1757;BEMATRIXRENTALFEE_DAY;50.000;DAY;10.000.000;50.000.000
2498;10;1757;BEMATRIXRENTAL_01;20.000;EA;0.0000;0.0000
2527;20;1757;BEMATRIX_FRAMES;100.000;;;
2527;50;1757;BEMATRIX_READYMADE_DELUX_KIT_RENTAL_FEE;70.000;DAY;15.000.000;105.000.000
2527;30;1757;BEMATRIX_FLOORING;60.000;;;
2527;40;1757;BEMATRIX_LIGHTBOX;20.000;;;
2527;10;1757;BEMATRIX_READYMADE_DELUX_KIT;10.000;EA;0.0000;0.0000
2529;20;1757;BEMATRIX_FRAMES;100.000;;;
2529;30;1757;BEMATRIX_FLOORING;60.000;;;
2529;50;1757;BEMATRIX_READYMADE_DELUX_KIT_RENTAL_FEE;50.000;DAY;15.000.000;75.000.000
2529;40;1757;BEMATRIX_LIGHTBOX;20.000;;;
2529;10;1757;BEMATRIX_READYMADE_DELUX_KIT;10.000;EA;0.0000;0.0000
2536;10;1757;GAT102_EV;2.000.000;EA;475.000;95.000.000
2540;10;1757;P100407;150.000;EA;4.275.000;64.125.000
2541;10;1757;FRIDGE_03;1.000.000;EA;250.000;25.000.000
2542;10;1757;FRIDGE_03;1.000.000;EA;2.500.000;250.000.000
2543;10;1757;FRIDGE_03;500.000;EA;1.000.000;50.000.000
2544;10;1757;FRIDGE_03;2.500.000;EA;1.000.000;250.000.000
2551;10;1757;P100430;10.000;EA;100.000;100.000
2554;10;1757;P100407;20.000;EA;2.000.000;4.000.000
2560;10;1757;P120104;30.000;EA;1.500.000;4.500.000
2603;10;1757;20000011;200.000;HUR;1.500.000;30.000.000
2603;20;1757;20000008;10.000;;;
2610;50;1757;S200101;880.000;HUR;650.000;57.200.000
2610;40;1757;S200104;800.000;HUR;1.100.000;88.000.000
2610;20;1757;S200104;600.000;HUR;1.100.000;66.000.000
2610;30;1757;S200104;400.000;HUR;1.100.000;44.000.000
2610;10;1757;20000010;360.000;HUR;1.600.000;57.600.000
2610;60;1757;20000008;10.000;;;
2620;20;1757;S200104;1.800.000;HUR;1.100.000;198.000.000
2620;30;1757;S200101;880.000;HUR;650.000;57.200.000
2620;10;1757;20000010;360.000;HUR;1.600.000;57.600.000
2623;20;1757;GAT102_EV;100.000;EA;90.000;900.000
2623;10;1757;GAT102_JS;30.000;EA;100.000;300.000
2632;10;1757;P100001;10.000;EA;1.500.000;1.500.000
2639;20;1757;S200104;1.800.000;HUR;1.045.000;188.100.000
2639;30;1757;S200101;880.000;HUR;617.500;54.340.000
2639;10;1757;20000010;360.000;HUR;1.520.000;54.720.000
2639;40;1757;20000008;10.000;;;
2645;10;1757;20000011;100.000;HUR;1.500.000;15.000.000
2645;20;1757;20000008;10.000;;;
2648;10;1757;20000011;20.000;HUR;1.500.000;3.000.000
2648;20;1757;20000010;20.000;HUR;1.600.000;3.200.000
2662;20;1757;S200101;880.000;HUR;585.000;51.480.000
2662;10;1757;20000010;300.000;HUR;1.440.000;43.200.000
2712;10;1757;GAT102_EV;300.000;EA;76.000;2.280.000
2713;10;1757;P100401;20.000;EA;4.500.000;9.000.000
2714;10;1757;GAT102_JS;10.000;EA;110.000;110.000
2715;10;1757;GAT102_EV;10.000;EA;100.000;100.000
2716;10;1757;GAT102_EV;400.000;EA;190.000;7.600.000
2737;10;1757;P120104;10.000;EA;1.500.000;1.500.000
2754;10;1757;GAT102_ROL;20.000;EA;1.980.000;3.960.000
2765;10;1757;GAT102_ROL;200.000;EA;1.710.000;34.200.000
2767;10;1757;GAT102_EV;10.000;EA;0.0000;0.0000
2791;10;1757;P110122;200.000;EA;0.5000;100.000
2793;10;1757;P110122;1.000.000;EA;0.2500;250.000
2820;10;1757;FRIDGE_02;20.000;EA;1.000.000;2.000.000
2835;10;1757;20000010;80.000;HUR;1.440.000;11.520.000
2838;10;1757;20000010;300.000;DAY;1.600.000;1.152.000.000
2838;20;1757;S200103;100.000;DAY;2.500.000;600.000.000
2838;30;1757;20000011;10.000;HUR;1.500.000;1.500.000
2845;10;1757;20000010;10.000;HUR;5.000.000.000;5.000.000.000
2853;10;1757;P120104;100.000;EA;1.500.000;15.000.000
2854;10;1757;P120104;100.000;EA;1.500.000;15.000.000
2854;20;1757;P120104;10.000;EA;1.500.000;1.500.000
2858;10;1757;20000050;50.000;P1;1.000.000.000;5.000.000.000
2858;20;1757;20000050;10.000;P1;500.000.000;500.000.000
2883;10;1757;MGX_105;100.000;HUR;10.600.100;4.416.700
2889;10;1757;P120104;10.000;EA;1.500.000;1.500.000
2889;20;1757;P100109;10.000;EA;600.000;600.000
2889;30;1757;P100206;10.000;EA;11.000.000;11.000.000
2889;40;1757;P120104;10.000;EA;1.500.000;1.500.000
2890;10;1757;P100109;100.000;EA;600.000;6.000.000
2892;10;1757;S200103;400.000;HUR;3.000.000;120.000.000
2907;10;1757;MGX_100;100.000;DAY;5.925.000;187.105.300
2907;20;1757;MGX_102;100.000;DAY;5.925.000;59.250.000
2907;40;1757;MGX_105;100.000;DAY;5.300.000;53.000.000
2907;60;1757;MGX_102;80.000;DAY;5.925.000;47.400.000
2907;30;1757;MGX_103;50.000;DAY;6.885.000;34.425.000
2907;50;1757;S200112;20.000;EA;2.500.000;5.000.000
2907;70;1757;MGX_100;10.000;DAY;5.925.000;18.710.500
2922;20;1757;MGX_100;100.000;DAY;5.925.000;187.105.300
2922;30;1757;MGX_103;50.000;DAY;6.885.000;34.425.000
2922;40;1757;S200112;10.000;EA;0.0000;0.0000
2924;10;1757;MGX_103;20.000;DAY;6.885.000;13.770.000
2926;20;1757;MGX_102;750.000;E49;8.000.000;600.000.000
2926;10;1757;MGX_100;500.000;E49;8.000.000;400.000.000
2926;40;1757;MGX_107;500.000;E49;8.000.000;400.000.000
2926;30;1757;MGX_103;250.000;E49;8.000.000;200.000.000
2926;50;1757;S200112;10.000;EA;0.0000;0.0000
2928;10;1757;MGX_102;400.000;E49;8.000.000;320.000.000
2949;10;1757;GAT102_EV2;10.000;EA;121.000;121.000
2949;20;1757;GAT102_JS;10.000;EA;110.000;110.000
2951;10;1757;20000010;200.000;HUR;800.000;16.000.000
2952;10;1757;ALLIMEX_110280;50.000;EA;9.000.000;45.000.000
2954;20;1757;MGX_102;500.000;E49;4.000.000;200.000.000
2954;30;1757;MGX_100;200.000;E49;4.000.000;80.000.000
2954;10;1757;MGX_102;150.000;E49;4.000.000;60.000.000
2955;10;1757;MGX_100;40.000;E49;8.000.000;32.000.000
2955;20;1757;MGX_107;20.000;E49;8.000.000;16.000.000
2955;30;1757;S200112;10.000;EA;10.000.000;10.000.000
2957;10;1757;GAT102_EV2;30.000;EA;250.000;750.000
2961;10;1757;5.00E+12;10.000;EA;100.600;100.600
2962;10;1757;5.00E+12;110.000;EA;100.600;1.106.600
2963;10;1757;5.00E+12;130.000;EA;100.600;1.307.800
2964;10;1757;5.00E+12;150.000;EA;100.600;1.509.000
2965;10;1757;5.00E+12;150.000;EA;100.300;1.504.500
2967;10;1757;5.00E+12;10.000;EA;100.600;100.600
2968;10;1757;5.00E+12;10.000;EA;100.600;100.600
2978;10;1757;P100401;10.000;EA;4.500.000;4.500.000
2979;10;1757;P100401;10.000;EA;4.500.000;4.500.000
2980;10;1757;P100401;30.000;EA;4.500.000;13.500.000
2981;10;1757;P100401;30.000;EA;4.500.000;13.500.000
2982;20;1757;P100401;200.000;EA;4.500.000;90.000.000
2982;10;1757;P100401;100.000;EA;4.500.000;45.000.000
2983;10;1757;P100401;100.000;EA;4.500.000;45.000.000
2987;10;1757;20000050;50.000;P1;800.000.000;4.000.000.000
2991;10;1757;BEMATRIX_FLOORING;10.000;;;
2992;10;1757;BEMATRIX_FLOORING;10.000;EA;0.0000;0.0000
2993;10;1757;BEMATRIX_FLOORING;10.000;EA;0.0000;0.0000
2994;10;1757;S200110;10.000;E49;10.000.000;10.000.000
2994;20;1757;S200110;10.000;HUR;500.000;500.000
2995;10;1757;BEMATRIX_FLOORING;10.000;EA;2.000.000;2.000.000
2999;10;1757;BEMATRIX_FLOORING;20.000;EA;2.000.000;4.000.000
3000;10;1757;BEMATRIX_FLOORING;20.000;;;
3001;10;1757;BEMATRIX_FLOORING;20.000;;;
3002;10;1757;BEMATRIX_FLOORING;20.000;EA;500.000;1.000.000
3003;10;1757;BEMATRIX_FLOORING;20.000;EA;500.000;1.000.000
3004;30;1757;MTBWHEELSET;40.000;EA;12.500.000;50.000.000
3004;10;1757;MTB2;20.000;EA;48.000.000;96.000.000
3004;20;1757;MTBGROUPSET;10.000;EA;6.990.000;6.990.000
3005;10;1757;20000050;50.000;P1;1.000.000.000;5.000.000.000
3008;10;1757;GAT102_JS;20.000;XBX;100.000;2.400.000
3009;10;1757;ALLIMEX_101464;50.000;EA;3.000.000;15.000.000
3010;10;1757;BEMATRIX_FLOORING;10.000;EA;500.000;500.000
3011;10;1757;BEMATRIX_FLOORING;10.000;EA;500.000;500.000
3012;10;1757;BEMATRIX_FLOORING;10.000;EA;500.000;500.000
3013;30;1757;MTBGROUPSET;70.000;EA;3.990.000;27.930.000
3013;10;1757;BEMATRIX_FLOORING;60.000;EA;500.000;3.000.000
3013;20;1757;MTBGROUPSET;60.000;;0.0000;0.0000
3023;10;1757;20000050;50.000;P1;1.200.000.000;6.000.000.000
3023;20;1757;20000071;10.000;HUR;1.000.000;1.000.000
3026;10;1757;P100101;10.000;EA;5.000.000;5.000.000
3029;20;1757;P100213;10.000;EA;7.500.000;7.500.000
3029;30;1757;P100119;10.000;EA;500.000;500.000
3030;10;1757;P120104;100.000;EA;1.500.000;15.000.000
3033;20;1757;P100402;30.000;EA;97.000;291.000
3033;30;1757;P120104;30.000;EA;1.500.000;4.500.000
3033;10;1757;P120104;10.000;EA;1.425.000;1.425.000
3035;10;1757;P100201;10.000;EA;10.000.000;10.000.000
3041;10;1757;20000050;50.000;P1;900.000.000;4.500.000.000
3041;20;1757;20000070;10.000;EA;0.0000;0.0000
3041;30;1757;20000071;10.000;HUR;1.000.000;1.000.000
3041;40;1757;20000071;10.000;HUR;1.000.000;1.000.000
3045;10;1757;20000050;50.000;P1;1.000.000.000;5.000.000.000
3046;10;1757;20000050;50.000;P1;1.000.000.000;5.000.000.000
3046;20;1757;20000071;10.000;HUR;1.000.000;1.000.000
3046;30;1757;20000071;10.000;HUR;1.000.000;1.000.000
3063;10;1757;20000050;50.000;P1;1.000.000.000;5.000.000.000
3069;10;1757;BEMATRIXRENTAL_01;40.000;EA;0.0000;0.0000
3070;10;1757;MITT_01;10.000;XPX;500.000;500.000
3071;10;1757;BEMATRIXRENTAL_01;50.000;EA;50.000;250.000
3072;10;1757;MITT_01;100.000;XSX;50.000;500.000
3094;10;1757;BEMATRIXRENTAL_01;10.000;EA;0.0000;0.0000
3098;10;1757;BEMATRIXRENTAL_01;10.000;EA;1.500.000;1.500.000
3099;10;1757;BEMATRIXRENTAL_01;10.000;EA;1.500.000;1.500.000
3113;10;1757;BEMATRIXRENTAL_01;10.000;EA;1.500.000;1.500.000
3116;10;1757;BEMATRIX_FLOORING;10.000;EA;2.000.000;2.000.000
3133;20;1757;20000010;3.500.000;HUR;1.600.000;560.000.000
3133;30;1757;20000011;2.000.000;HUR;1.500.000;300.000.000
3133;70;1757;20000010;1.000.000;HUR;1.600.000;160.000.000
3133;10;1757;S200103;700.000;HUR;2.450.000;171.500.000
3133;50;1757;20000012;500.000;HUR;1.500.000;75.000.000
3133;40;1757;20000012;200.000;HUR;1.500.000;30.000.000
3133;60;1757;S200103;200.000;HUR;2.500.000;50.000.000
3168;10;1757;BEMATRIXRENTAL_01;10.000;EA;1.500.000;1.500.000
3192;10;1757;S200101;200.000;HUR;650.000;13.000.000
3274;10;1757;P100101;10.000;EA;5.000.000;5.000.000
3283;10;1757;P100101;10.000;EA;5.007.600;5.007.600
3298;10;1757;BEMATRIXRENTAL_01;10.000;EA;1.500.000;1.500.000
3319;10;1757;BEMATRIXRENTAL_01;10.000;EA;1.500.000;1.500.000
3320;10;1757;BEMATRIXRENTALFEE_DAY;70.000;DAY;10.000.000;70.000.000
3344;10;1757;S200101;1.000.000;HUR;637.000;63.700.000
3344;20;1757;S200103;100.000;HUR;2.500.000;25.000.000
3357;10;1757;S200104;320.000;HUR;1.100.000;35.200.000
3413;10;1757;BEMATRIXRENTAL_01;10.000.000;EA;0.0000;0.0000
3419;10;1757;BEMATRIXRENTAL_01;10.000.000;EA;0.0000;0.0000
3420;10;1757;P100101;40.000;EA;5.007.600;20.030.400
3420;30;1757;P100701;20.000;EA;100.000;200.000
3420;20;1757;P100702;10.000;EA;200.000;200.000
3421;10;1757;P100101;40.000;EA;5.007.600;20.030.400
3421;40;1757;P100101;30.000;EA;5.007.600;15.022.800
3421;30;1757;P100701;20.000;EA;100.000;200.000
3421;20;1757;P100702;10.000;EA;200.000;200.000
3422;10;1757;P100101;40.000;EA;5.007.600;20.030.400
3422;30;1757;P100701;20.000;EA;100.000;200.000
3422;20;1757;P100702;10.000;EA;200.000;200.000
3436;10;1757;BEMATRIXRENTALFEE_DAY;70.000;DAY;10.000.000;70.000.000
3436;20;1757;BEMATRIXRENTALFEE_DAY;70.000;DAY;10.000.000;70.000.000
3437;10;1757;BEMATRIX_RENTAL_FEE_14D;140.000;DAY;1.000.000;14.000.000
3459;10;1757;20000010;1.000.000;HUR;1.600.000;160.000.000
3459;30;1757;20000011;500.000;HUR;1.500.000;75.000.000
3459;20;1757;S200103;250.000;HUR;2.500.000;62.500.000
3462;10;1757;BEMATRIXRENTAL_01;10.000.000;EA;0.0000;0.0000
3463;10;1757;BEMATRIX_RENTAL_FEE_14D;140.000;DAY;1.000.000;14.000.000
3464;10;1757;BEMATRIXRENTAL_01;2.000.000;EA;0.0000;0.0000
3466;10;1757;BEMATRIX_RENTAL_FEE_7D;70.000;DAY;1.000.000;7.000.000
3467;10;1757;BEMATRIXRENTAL_01;500.000;EA;0.0000;0.0000
3468;10;1757;BEMATRIX_RENTAL_FEE_14D;140.000;DAY;1.000.000;14.000.000
3469;10;1757;BEMATRIXRENTAL_01;1.000.000;EA;0.0000;0.0000
3470;10;1757;BEMATRIX_RENTAL_FEE_7D;70.000;DAY;1.000.000;7.000.000
3471;10;1757;BEMATRIX_RENTAL_FEE_7D;70.000;DAY;1.000.000;7.000.000
3510;10;1757;20000050;50.000;P1;30.000.000;150.000.000
3510;20;1757;S200101;10.000;EA;100.000.000;100.000.000
3611;10;1757;S200101;40.000;HUR;650.000;2.600.000
3611;20;1757;S200104;10.000;HUR;1.100.000;1.100.000
3615;10;1757;20000010;50.000;HUR;1.600.000;8.000.000
3615;20;1757;20000011;40.000;HUR;1.500.000;6.000.000
3616;10;1757;20000010;500.000;HUR;1.600.000;80.000.000
3616;20;1757;20000011;200.000;HUR;1.500.000;30.000.000
3616;30;1757;S200103;100.000;HUR;2.500.000;25.000.000
3631;10;1757;20000010;50.000;HUR;1.600.000;8.000.000
3631;20;1757;20000011;40.000;HUR;1.500.000;6.000.000
3633;20;1757;20000011;80.000;HUR;1.500.000;12.000.000
3633;10;1757;20000010;40.000;HUR;1.600.000;6.400.000
3633;30;1757;FSR_EXP_FP;10.000;EA;5.000.000;5.000.000
3646;20;1757;MITT_01;10.000;XPX;500.000;500.000
4065;20;1757;MGX_103;1.000.000;E49;8.000.000;800.000.000
4065;30;1757;20000010;1.000.000;HUR;1.600.000;160.000.000
4065;10;1757;20000011;200.000;HUR;1.500.000;30.000.000
4066;20;1757;20000010;1.000.000;HUR;1.600.000;160.000.000
4066;10;1757;20000011;200.000;HUR;1.500.000;30.000.000
4083;10;1757;20000010;2.000.000;HUR;1.600.000;320.000.000
4282;40;1757;PS3;5.000.000;HUR;750.000;375.000.000
4282;20;1757;PS2;3.000.000;HUR;900.000;270.000.000
4282;10;1757;PS5;2.000.000;HUR;650.000;130.000.000
4282;30;1757;PS4;1.000.000;HUR;750.000;75.000.000
4302;30;1757;FUNITS;2.500.000;EA;3.310.000;827.500.000
4302;10;1757;20000050;50.000;P1;650.000.000;3.250.000.000
4302;20;1757;20000050;50.000;P1;350.000.000;1.750.000.000
4306;10;1757;BEMATRIX_FLOORING;40.000;EA;2.000.000;8.000.000
4316;10;1757;P100201;10.000;EA;10.000.000;10.000.000
4325;10;1757;20000010;800.000;HUR;1.600.000;128.000.000
4333;30;1757;MTBFRAME;50.000;EA;40.012.600;200.063.000
4333;20;1757;MTBWHEELSET;40.000;EA;11.507.600;46.030.400
4333;10;1757;MTB2;20.000;EA;57.640.000;115.280.000
4453;40;1757;20000011;7.000.000;HUR;1.500.000;1.050.000.000
4453;20;1757;20000010;4.500.000;HUR;1.600.000;720.000.000
4453;30;1757;20000010;4.500.000;HUR;1.600.000;720.000.000
4453;10;1757;S200103;500.000;HUR;2.500.000;125.000.000
4464;10;1757;DP4K-36BLP;10.000;EA;26.800.000;26.800.000
4567;10;1757;P100001;10.000;EA;1.505.000;1.505.000
4807;10;1757;P100206;10.000;EA;11.001.600;11.001.600
4809;10;1757;P100001;10.000;EA;1.500.000;1.500.000
4864;10;1757;P100401;10.000;EA;4.502.300;4.502.300
4923;10;1757;P100407;10.000;EA;80.000.000;80.000.000
4924;10;1757;P100407;10.000;EA;50.000.000;50.000.000
5146;10;1757;P100401;200.000;EA;4.050.000;81.000.000
5147;10;1757;P100407;20.000;EA;10.000.000;20.000.000
5149;20;1757;20000010;1.000.000;HUR;1.800.000;180.000.000
5149;10;1757;20000011;750.000;HUR;1.500.000;112.500.000
5149;30;1757;S200103;500.000;HUR;2.500.000;125.000.000
5164;10;1757;P100101;20.000;EA;5.000.000;10.000.000
5167;10;1757;P100101;10.000;EA;5.000.000;5.000.000
5169;10;1757;P100101;10.000;EA;5.002.600;5.002.600
5195;10;1757;P100401;10.000.000;EA;4.500.000;4.500.000.000
5195;20;1757;P100402;1.000.000;EA;100.000;10.000.000
5852;10;1757;S200103;1.000.000;HUR;1.200.000;120.000.000
5863;10;1757;P100001;100.000;EA;1.502.300;15.022.600
5867;10;1757;P100505;;;;
6013;20;1757;P110401;40.000;;;
6013;30;1757;P110220;40.000;;;
6013;10;1757;P110401K;20.000;EA;600.000;1.200.000
6068;10;1757;P100407;20.000;EA;10.000.000;20.000.000
6069;10;1757;P100407;100.000;EA;10.000.000;100.000.000
6072;10;1757;P100407;100.000;EA;10.000.000;100.000.000
6089;10;1757;P100411;100.000;EA;9.990.000;99.900.000
6100;10;1757;P100411;100.000;EA;9.490.500;94.905.000
6103;10;1757;P100407;20.000;EA;10.000.000;20.000.000
6105;10;1757;P100407;20.000;EA;9.500.000;19.000.000
6106;10;1757;P100407;20.000;EA;10.000.000;20.000.000
6106;20;1757;P100407;10.000;EA;10.000.000;10.000.000
6106;30;1757;P100407;10.000;EA;10.000.000;10.000.000
6107;10;1757;P100407;20.000;EA;10.000.000;20.000.000
6108;10;1757;P100407;20.000;EA;10.000.000;20.000.000
6109;10;1757;P100407;20.000;EA;10.000.000;20.000.000
6110;10;1757;P100407;20.000;EA;9.500.000;19.000.000
6188;10;1757;MGX_100;1.000.000;E49;10.000.000;1.000.000.000
6188;20;1757;MGX_100;100.000;E49;10.000.000;100.000.000
6188;30;1757;MGX_005;50.000;EA;2.000.000;10.000.000
6189;10;1757;BEMATRIX_FLOORING;10.000;EA;500.000;500.000
6190;10;1757;BEMATRIX_FLOORING;10.000;EA;0.0000;0.0000
